#title h anchor_in content anchor_out time pagerank score
0.5145261 0.0 0.0 0.0 0.0 1382798275000 1 3
#紫荆之巅 人人状态 http://page.renren.com/601544065/fdoing/5043318593
0.0 0.0 0.0 2.039109 0.026114807 1387931711311 8.011204499780433E-7 4
#紫荆之巅 165个班级角逐清华第三届本科生班级篮球赛 - 清华大学新闻网 http://news.tsinghua.edu.cn/publish/news/4212/2013/20131125085713789934233/20131125085713789934233_.html
0.0 0.0 1.2064326 2.3106456 0.0 0 6.761446798009274E-7 4
#酒井 清华大学计算机科学与技术系 http://www.cs.tsinghua.edu.cn/publish/cs/8207/2014/20140328150818099901782/20140328150818099901782_.html
0.87839913 0.0 0.0 0.0 0.0 1388659996000 1 3
#酒井 转自酒井人人 http://rrurl.cn/kTZY5D  http://page.renren.com/601842087/fdoing/5107884794
0.992863 0.0 0.9441862 2.7598908 0.05202635 1371083299605 1.2674587424044148E-6 4
#图书馆 “学在清华·真人图书馆”项目启动 - 清华大学新闻网 http://news.tsinghua.edu.cn/publish/news/4205/2013/20130513092631078640641/20130513092631078640641_.html
1.0993214 0.0 1.0781008 2.7631679 0.0364561 1380414992760 8.394867109018378E-6 3
#图书馆 梁启超与中国的图书馆学 - 清华大学新闻网 http://news.tsinghua.edu.cn/publish/news/4216/2013/20130829095100875986075/20130829095100875986075_.html
1.0124726 0.0 0.974446 2.858323 0.36579186 1306283221499 1.7049619600584265E-6 3
#图书馆 清华大学人文社科图书馆正式开馆 - 清华大学新闻网 http://news.tsinghua.edu.cn/publish/news/4205/2011/20110425093307322604259/20110425093307322604259_.html
1.0124726 0.0 0.9441862 1.5098566 0.008272309 1401931503735 8.335574420925695E-6 4
#图书馆 赵力蓥——带着学生一起泡图书馆 - 清华大学新闻网 http://www.tsinghua.edu.cn/publish/news/4207/2014/20140505155002760671107/20140505155002760671107_.html
0.9558376 0.0 0.8889749 2.8313007 0.044199184 1359336355910 6.716235247949953E-7 4
#清新时报 清华清新时报社举办论坛庆祝创刊十周年 - 清华大学新闻网 http://www.tsinghua.edu.cn/publish/news/4212/2012/20121228115708931131255/20121228115708931131255_.html
0.9383415 0.0 0.86372185 2.8059547 0.0 1337387254302 1.3309013411344495E-6 3
#清新时报 校长陈吉宁与新闻学院清新时报社学生座谈 - 清华大学新闻网 http://news.tsinghua.edu.cn/publish/news/4205/2012/20120419095531801133291/20120419095531801133291_.html
0.0 0.0 0.0 1.6622118 0.0 1336178105721 6.405118142538413E-7 2
#清新时报 清华举办“地球一小时——熄灯嘉年华”活动 - 清华大学新闻网 http://news.tsinghua.edu.cn/publish/news/4212/2012/20120405145819287931537/20120405145819287931537_.html
0.0 0.0 0.0 0.91405565 0.0 1376699454495 1.6379283351852791E-6 1
#清新时报 走出清华坚守良知 - 清华大学新闻网 http://news.tsinghua.edu.cn/publish/news/4207/2013/20130717151149174292361/20130717151149174292361_.html
1.3721514 0.0 0.7563008 2.7216263 0.5612466 1391992132549 6.340825393635896E-7 4
#清华电视台 清华电视台在全国党员教育电视片观摩活动中获奖 - 清华大学新闻网 http://news.tsinghua.edu.cn/publish/news/4205/2014/20140110165925170264116/20140110165925170264116_.html
0.905203 0.0 0.81728846 2.4802155 0.053560685 1293064006233 1.5908927935015527E-6 3
#清华电视台 清华电视台获全国校园DV展示活动3项一等奖 - 清华大学新闻网 http://news.tsinghua.edu.cn/publish/news/4205/2011/20110225232558234365518/20110225232558234365518_.html
0.9383415 0.0 0.8398639 2.7151582 0.04896589 1291336438974 1.3753250414083595E-6 2
#清华电视台 清华等7校与北京电视台签约共建实习基地 - 清华大学新闻网 http://news.tsinghua.edu.cn/publish/news/4210/2011/20110225232550468112286/20110225232550468112286_.html
1.3540298 0.0 0.7755929 2.741751 0.6016815 1291768004176 7.01556359672395E-7 3
#清华电视台 清华电视台获全国优秀教育电视节目评选两项一等奖 - 清华大学新闻网 http://news.tsinghua.edu.cn/publish/news/4205/2011/20110225232551531970496/20110225232551531970496_.html
0.0 0.0 0.0 2.0758994 0.053560685 1254961552890 1.6414767287642462E-6 1
#清华电视台 清华大学启动国际新闻传播硕士项目 - 清华大学新闻网 http://news.tsinghua.edu.cn/publish/news/4205/2011/20110225232323500102123/20110225232323500102123_.html
1.1234127 0.0 1.1177329 2.5031638 0.30221686 1398904274679 1.4687291240988998E-6 5
#自主招生 自主招生考验大学选才 - 清华大学新闻网 http://news.tsinghua.edu.cn/publish/news/4207/2014/20140331170601407515965/20140331170601407515965_.html
1.0124726 0.0 0.974446 2.6148796 0.31565768 1392341098354 1.100650365515321E-6 5
#自主招生 2014自主招生，名校怎样选材 - 清华大学新闻网 http://www.tsinghua.edu.cn/publish/news/4207/2014/20140114133631490110846/20140114133631490110846_.html
1.0328724 0.0 1.0067096 2.6198864 0.324462 1396488299738 1.0230719453829806E-6 5
